nearby_sites,ratio_lcluster,ratio_rcluster,longest_clip_len,ratio_low_MAPQ,clip_pos_std,lclip,rclip,cr_SVA,cns_SVA,ldisc_SVA,rdisc_SVA,dr_SVA,cns_std_l_polyA,cns_std_r_polyA
1,0.0,0.0,30,0.0,12.76,0.1652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.08264462809917356,0.0
4,0.0,0.0,49,0.0,15.65,0.014025245441795233,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01053740779768177
6,0.0,0.0,33,0.0,16.01,0.016753224995811694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019565642731363724
1,0.0,0.0,22,0.0,15.81,0.0,0.03323363243602526,0.0,0.0,0.0,0.0,0.0,0.0,0.01661681621801263
4,0.0,0.0,34,0.0,14.37,0.045146726862302484,0.0,0.0,0.5,0.0,0.0,0.0,0.022573363431151242,0.0
2,0.0,0.0,14,0.1052631578947368,15.46,0.02826455624646693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,75,0.0,12.46,0.0,0.025813113061435206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,20,0.0,7.63,0.3546099290780142,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1,0.0,16.25,0.0,0.036589828027808274,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2,0.5,1.0,20,0.0,9.39,0.04208754208754208,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0,0.0,24.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,40,0.0,13.83,0.1347708894878706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,1.0,53,0.0,31.1,0.20161290322580647,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2,0.0,0.5,38,0.0,9.01,0.13123359580052493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0,1.0,27,0.0427350427350427,18.45,0.0,0.03187250996015936,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,2,0.0,16.92,0.18281535648994515,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,42,0.0439560439560439,15.46,0.01904761904761905,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.0
1,0.0,0.0,0,0.0,16.99,0.02975304968759298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,43,0.2421052631578947,23.65,0.04849660523763336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.3333333333333333,1.0,0,0.0,25.09,0.048437878420925166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,30,0.0,19.0,0.2012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,5,0.0,16.99,0.0,0.13245033112582782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,50,0.0,15.05,0.2347417840375587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,43,0.0,5.96,0.37593984962406013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,22,0.0555555555555555,16.33,0.9615384615384615,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,14,0.0,10.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,29,0.0,7.14,0.14705882352941177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,22,0.0,5.79,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,55,0.0,7.66,0.0,0.028935185185185182,0.0,0.0,0.0,0.0,0.0,0.0,0.057870370370370364
2,0.0,0.0,0,0.0,17.16,0.0,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.0,0.0,0.8620689655172414,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,19,0.15,0.0,0.0,0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,67,0.0,13.36,0.0,0.019011406844106463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,43,0.1651376146788991,15.7,0.0,0.031240237425804437,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.5,0.5,42,0.0,0.0,0.0,0.03128911138923655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,27,0.0980392156862745,14.72,0.0,0.031555695803092455,0.0,1.0,0.0,0.0,0.0,0.0,0.015777847901546228
4,0.0,0.0,20,0.0,16.28,0.009982032341784786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0,0.0,17.23,0.0,0.07763975155279502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,46,0.1115241635687732,14.88,0.0,0.028328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.028328611898017
2,0.0,0.0,31,0.0,7.93,0.12315270935960593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,46,0.0,12.53,0.0,0.03273322422258593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.0,0.0,0.0,1.1904761904761905,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,60,0.0,9.4,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,1,0.0,16.31,0.0,0.01801477211313277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,31,0.0,14.15,0.14154281670205238,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,64,0.0,11.46,0.0,0.01697792869269949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,37,0.0,15.35,0.0,0.02413127413127413,0.0,0.0,0.0,0.0,0.0,0.0,0.02413127413127413
4,0.0,0.0,32,0.0,9.44,0.08488964346349746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,16.91,0.0,0.35211267605633806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,12,0.0618556701030927,15.64,0.07616146230007616,0.0,0.0,1.5,0.0,0.0,0.0,0.03808073115003808,0.0
0,0.0,0.0,13,0.0,16.36,0.0,0.020721094073767096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1,0.3068181818181818,13.0,0.08896797153024912,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,2,0.0,16.14,0.03930817610062893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,16.22,0.0,0.03663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,17.27,0.0,0.42016806722689076,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.5,1.0,22,0.0,30.88,0.0,0.1002004008016032,0.0,0.0,0.0,0.0,0.0,0.0,0.1002004008016032
1,0.0,0.0,0,0.0,16.86,0.0,0.2753303964757709,0.0,0.2,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0309278350515463,17.32,0.0,0.06884681583476764,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,54,0.0,9.67,0.2242152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,25,0.0,15.05,0.0,0.03142677561282212,0.0,0.0,0.0,0.0,0.0,0.0,0.03142677561282212
1,0.0,0.0,39,0.0,15.21,0.029342723004694836,0.0,0.0,0.0,0.0,0.0,0.0,0.029342723004694836,0.0
5,0.0,0.0,21,0.0,18.56,0.0,0.4098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17,0.0,0.0,0.0,0.33783783783783783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,65,0.0,9.5,0.4132231404958678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,2,0.0,16.63,0.0,0.24154589371980678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0,0.0,16.73,0.0,0.03863987635239567,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,35,0.0792079207920792,14.97,0.0,0.027917364600781685,0.0,0.0,0.0,0.0,0.0,0.0,0.027917364600781685
1,0.0,0.0,16,0.0,22.63,0.3389830508474576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,27,0.0,15.89,0.022099447513812154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,0.0,18,0.2625,17.92,0.12232415902140671,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,42,0.0075471698113207,15.29,0.0,0.021168501270110076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,14,0.0,15.61,0.041736227045075125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,24,0.4375,0.0,9.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,42,0.0,15.26,0.0,0.023413720440177945,0.0,0.0,0.0,0.0,0.0,0.0,0.011706860220088973
1,0.0,0.0,53,0.0,11.37,0.037481259370314844,0.0,0.0,0.0,0.0,0.0,0.0,0.037481259370314844,0.0
0,0.0,0.0,32,0.0263157894736842,9.73,1.079913606911447,0.5139500734214391,0.0,0.5294117647058824,0.0,0.0,0.0,0.9719222462203024,0.0
8,0.0,0.0,45,0.0,14.71,0.02860411899313501,0.0,0.0,0.5,0.0,0.0,0.0,0.02860411899313501,0.0
1,0.0,0.0,1,0.0,10.5,0.06459948320413436,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,18,0.0130718954248366,1.5,0.0,0.04046944556859571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.2816901408450704,15.51,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,27,0.0,15.46,0.0,0.032175032175032175,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,30,0.0112359550561797,15.73,0.01597444089456869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,59,0.0,12.9,0.0,0.02765486725663717,0.0,0.0,0.0,0.0,0.0,0.011135857461024499,0.0
0,0.0,0.0,19,0.0217391304347826,15.15,0.0,0.049236829148202856,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,18,0.0428571428571428,9.5,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,18,0.0,15.48,0.09319664492078285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,7,0.0071428571428571,16.1,0.01124353496739375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,16.69,0.0,0.09910802775024777,0.0,0.25,0.0,0.0,0.0,0.0,0.0
3,0.0,1.0,5,0.0,18.61,0.12135922330097088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.0,16.62,0.04719207173194903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0,0.0,16.88,0.0,0.05931198102016608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0,0.0105263157894736,16.55,0.0,0.019238168526356292,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,41,0.0,13.83,0.0,0.041271151465125874,0.0,0.0,0.0,0.0,0.0,0.0,0.041271151465125874
1,0.5,1.0,41,0.0,28.33,0.020116676725005028,0.0,0.0,0.0,0.0,0.0,0.0,0.015087507543753771,0.006223549912870301
4,0.0,0.0,42,0.03603603603603601,14.47,0.0,0.028425241614553724,0.0,0.0,0.0,0.0,0.0,0.0,0.028425241614553724
0,1.0,0.0,33,0.1481481481481481,0.0,0.0,0.07363770250368189,0.0,0.0,0.0,0.0,0.0,0.0,0.07363770250368189
0,0.5,0.0,52,0.0305343511450381,0.0,0.35959463877084014,0.3698224852071006,0.0,0.5675675675675675,0.0,0.0,0.0,0.04903563255966002,0.0
2,0.0,0.0,4,0.0769230769230769,11.59,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,9.5,0.0,0.44052863436123346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,29,0.0898876404494382,15.1,0.043327556325823226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,18,0.1052631578947368,9.68,0.38759689922480617,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,17,0.0,7.16,0.0,0.24154589371980678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,17,0.0483870967741935,21.0,0.11933174224343675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,16,0.0,0.0,0.0,0.19455252918287938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1,0.0074074074074074,16.39,0.0099601593625498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,20,0.0,0.0,0.0,0.08460236886632826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,45,0.0,15.02,0.0,0.03038590094196293,0.0,0.0,0.0,0.0,0.0,0.0,0.015192950470981466
0,0.0,0.0,30,0.0952380952380952,0.0,0.1321003963011889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,28,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
2,0.0,0.0,0,0.0512820512820512,17.77,0.0,0.3246753246753247,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,15,0.2727272727272727,0.0,0.0,0.5319148936170213,0.0,2.0,0.0,0.0,0.0,0.0,0.5319148936170213
1,0.0,0.0,50,0.0,9.5,1.2396694214876034,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,25,0.0,15.16,0.040584415584415584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,29,0.0,15.46,0.027314941272876262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,13,0.0,0.0,0.0,0.1392757660167131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,22,0.0,5.5,0.0,0.09425070688030161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,42,0.0,14.85,0.0,0.03178639542275906,0.0,0.0,0.0,0.0,0.0,0.0,0.01589319771137953
2,0.0,0.0,49,0.0,8.34,0.6802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,1.0,0,0.0245398773006134,16.21,0.0,0.029205607476635514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,1.0,49,0.0,30.31,0.22970903522205205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.1176470588235294,11.0,0.0,0.2610966057441253,0.0,0.75,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,55,0.0,10.0,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5,1.0,39,0.1481481481481481,5.32,0.0,0.04568991775814804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,14,0.0,15.08,0.3824091778202677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,18,0.0,5.75,0.3105590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,66,0.0,11.76,0.019327406262079627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1,0.2450592885375494,17.0,0.0,0.04312203536006899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,44,0.0,15.29,0.043782837127845885,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.010175010175010175
6,0.0,0.0,37,0.25,5.74,0.5571030640668524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12019230769230768
1,0.0,0.0,39,0.0,5.6,0.0,0.4464285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.2232142857142857
0,0.0,0.0,41,0.0762711864406779,14.14,0.0,0.029673590504451036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.0,15.51,0.0,0.3184713375796178,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.0,0.0,0.0,0.03469812630117974,0.0,0.0,0.0,0.0,0.0,0.0,0.03469812630117974
4,0.0,0.0,44,0.1866666666666666,11.87,0.0,0.04409171075837742,0.0,0.0,0.0,0.0,0.0,0.0,0.04409171075837742
2,0.0,0.0,19,0.0,15.6,0.0,0.024242424242424242,0.0,0.0,0.0,0.0,0.0,0.0,0.024242424242424242
5,0.0,0.0,6,0.0,14.48,0.4132231404958678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,23,0.0,9.5,0.07267441860465117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,28,0.0,0.0,0.2304147465437788,0.0,0.0,0.0,0.0,0.0,0.0,0.2304147465437788,0.0
2,0.0,0.0,16,0.25,6.74,0.0,0.390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,2,0.0,16.49,0.0,0.15527950310559005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,43,0.1578947368421052,6.02,0.20283975659229211,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,2,0.0,44.32,0.0,0.14738393515106854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,16.58,0.0,0.1072961373390558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,22,0.0,15.59,0.03215434083601286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,16.67,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,21,0.0,8.42,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0909090909090909,16.4,0.0,0.2252252252252252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,46,0.0277777777777777,14.5,0.02670940170940171,0.0,0.0,0.0,0.0,0.0,0.0,0.013354700854700856,0.0
3,0.5,0.0,42,0.0,9.45,0.010950503723171266,0.033211557622052475,0.0,0.0,0.0,0.0,0.0,0.0,0.033211557622052475
2,0.0,0.0,33,0.0,15.61,0.0,0.06385696040868455,0.0,0.0,0.0,0.0,0.0,0.0,0.031928480204342274
1,0.0,0.0,0,0.0,9.5,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2,0.0,16.18,0.12004801920768307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,1,0.0151515151515151,16.22,0.021734405564007825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,18,0.0,9.5,1.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0,0.0,16.35,0.06188118811881188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,15,0.0803571428571428,15.82,0.0,0.022747952684258416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1.0,38,0.2764227642276423,32.96,0.028457598178713715,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.036845983787767135
2,0.0,0.5,44,0.0,11.38,0.07674597083653109,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.05561735261401557
2,0.0,1.0,0,0.0,13.2,0.0,0.04071661237785017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,42,0.0,4.97,0.7246376811594204,0.0,0.0,0.0,0.0,0.0,0.0,0.3623188405797102,0.0
1,0.0,1.0,21,0.0,4.0,0.030497102775236352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0,0.0833333333333333,18.8,0.16515276630883569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17,0.0,0.0,0.20491803278688525,0.0,0.0,0.0,0.0,0.0,0.0,0.20491803278688525,0.0
2,0.0,0.0,25,0.0714285714285714,10.18,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,34,0.0,15.43,0.0,0.023860653781913627,0.0,0.0,0.0,0.0,0.0,0.0,0.011930326890956813
1,0.0,0.0,45,0.0145985401459854,15.25,0.02007226013649137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,53,0.0,14.73,0.0,0.016345210853220007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,21,0.0,0.0,0.3597122302158274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,10.0,0.0,0.06426735218508997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,33,0.017391304347826,13.7,0.08278145695364239,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,19,0.0196078431372549,18.08,0.0,0.10330578512396695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,24,0.0,6.79,0.3496503496503497,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,44,0.0,0.0,5.932203389830509,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,13,0.4,6.1,0.6329113924050632,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,18,0.0,0.31,0.0,0.7346189164370982,0.0,0.875,0.0,0.0,0.0,0.03711952487008166,0.0
1,0.0,0.0,2,0.0,16.61,0.015026296018031555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,16,0.0,9.27,0.3401360544217687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,42,0.0,13.32,0.0,0.13262599469496023,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,2,0.0746268656716417,16.14,0.0,0.0324254215304799,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,36,0.0,4.91,0.5154639175257733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,5,0.0778210116731517,16.67,0.0,0.012768130745658836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,28,0.1666666666666666,0.0,0.3246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.3246753246753247,0.0
1,0.0,1.0,42,0.0,2.17,0.05653976630229928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,29,0.0,15.94,0.0,0.02138122728244601,0.0,0.5,0.0,0.0,0.0,0.0,0.010690613641223005
3,0.0,0.0,36,0.1213592233009708,14.97,0.024618414574101428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019357336430507164
2,0.0,0.0,36,0.0,15.53,0.01989258006763477,0.0,0.0,0.5,0.0,0.0,0.0,0.009946290033817385,0.0
0,0.0,0.0,45,0.0,15.47,0.00804634695848085,0.0,0.0,0.0,0.0,0.0,0.0,0.00804634695848085,0.0
1,0.0,0.0,51,0.0,9.5,0.4807692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,47,0.0,15.5,0.05537098560354375,0.0,0.0,0.0,0.0,0.0,0.0,0.027685492801771874,0.0
3,0.0,0.0,44,0.0,19.65,0.0,0.1692047377326565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,30,0.3098591549295774,0.0,0.12594458438287154,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,11,0.0,0.0,0.0,0.1358695652173913,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,15,0.0,6.1,0.42016806722689076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,36,0.3333333333333333,6.48,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,1.0,0.0,21,0.0,24.04,0.07352941176470588,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
0,0.25,0.5,39,0.0,36.91,0.0,0.03589375448671931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,45,0.0,15.64,0.015424957581366652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,38,0.0,15.3,0.0,0.008753501400560224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,43,0.1193181818181818,14.27,0.027314941272876262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,43,0.0129310344827586,15.58,0.018850141376060323,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,12,0.0,0.0,0.8810572687224669,0.18518518518518517,0.0,1.0,0.0,0.0,0.0,0.8810572687224669,0.0
3,0.0,0.0,46,0.0,14.46,0.012212994626282366,0.0,0.0,0.0,0.0,0.0,0.0,0.012212994626282366,0.0
1,0.0,0.0,15,0.0,10.59,0.25641025641025644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,14,0.054054054054054,15.86,0.044543429844097995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,23,0.024390243902439,12.95,0.11061946902654868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03004807692307692
1,1.0,0.0,2,0.0,39.36,0.05641748942172073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,36,0.0,8.66,0.050352467270896276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1,0.0135135135135135,16.17,0.051308363263211906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46,0.0068965517241379,15.37,0.0,0.020610057708161583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,20,0.0,16.35,0.0192789666473877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,2,0.0,16.65,0.0,0.02231644722160232,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,9,0.0,15.11,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,17,0.040650406504065005,16.02,0.026048450117218024,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,34,0.0,13.04,0.0,0.05327650506126798,0.0,0.5,0.0,0.0,0.0,0.0,0.02663825253063399
2,0.5,1.0,5,0.04,15.86,0.0,0.14275517487508924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,7,0.0,13.79,0.21645021645021645,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
