nearby_sites,ratio_lcluster,ratio_rcluster,longest_clip_len,ratio_low_MAPQ,clip_pos_std,lclip,rclip,cr_Alu,cns_Alu,cr_L1,cns_L1,cr_SVA,cns_SVA,ldisc_Alu,rdisc_Alu,ldisc_L1,rdisc_L1,ldisc_SVA,rdisc_SVA,dr_Alu,dr_L1,dr_SVA,cns_std_l_polyA,cns_std_r_polyA
2,0.0,0.0,40,0.0462427745664739,11.53,0.15511892450879008,0.0,0.0,1.0833333333333333,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05170630816959669,0.0
0,0.0,0.0,14,0.0,18.71,0.1288659793814433,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.1666666666666666,9.5,0.0,2.941176470588235,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,15,0.0,23.63,8.333333333333334,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,30,0.0336134453781512,20.34,0.7562536358347877,0.4363803399173174,0.0,0.5555555555555556,0.4222222222222222,0.9111111111111111,0.0,0.4888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20670647680293983
4,0.0,0.0,1,0.0,23.06,0.0,0.058445353594389245,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,28,0.0,29.98,1.8211920529801324,0.0,0.0,0.7272727272727273,0.0,0.9090909090909091,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4966887417218543,0.0
0,0.0,0.0,38,0.0,0.0,12.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0
1,0.0,0.0,0,0.05,17.64,0.0,0.13404825737265416,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3333333333333333,1.0,45,0.0,24.81,0.0,0.8493518104604381,1.0,1.1578947368421053,0.0,0.9473684210526315,0.0,1.105263157894737,0.044702726866338846,0.009777082518576457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,20,0.0,2.57,0.0,0.7763975155279502,0.0,0.6,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07858546168958742,0.0
2,0.0,0.0,18,0.0188679245283018,17.17,0.02145922746781116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,20,0.0,38.96,0.17985611510791366,0.9202453987730062,0.0,0.6363636363636364,0.0,0.6363636363636364,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3067484662576687
0,0.0,0.0,0,0.0,16.41,0.049164208456243856,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1.0,17,0.0,14.22,0.0,0.8645533141210374,0.08333333333333333,0.9166666666666666,0.0,0.9166666666666666,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893939393939394,0.0
0,0.3333333333333333,1.0,37,0.0224719101123595,0.0,1.6415868673050615,0.0,0.0,0.3333333333333333,0.0,0.75,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259917920656636,0.0
2,0.0,0.0,0,0.0,16.2,0.0,0.023212627669452184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,3,0.0833333333333333,17.5,0.03116235587410408,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,40,0.0,14.4,0.54005400540054,0.3464203233256351,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3464203233256351
0,0.0,0.0,28,0.0,10.68,0.0,0.333889816360601,0.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0,0.0,17.52,0.0,0.9259259259259258,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24,0.1818181818181818,0.0,0.5076142131979695,0.7092198581560284,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7092198581560284
0,1.0,0.0,10,0.0,2.17,2.222222222222222,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.0,17.26,0.0,0.3472222222222222,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,23,0.0347826086956521,11.4,0.2089864158829676,0.5494505494505494,0.0,1.0,0.6666666666666666,1.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089864158829676,0.20604395604395603
0,1.0,0.0,30,0.0,0.0,0.0,3.205128205128205,0.2,0.6,0.0,0.6,0.0,0.0,0.641025641025641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,9.5,0.0,0.5181347150259068,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.5,42,0.0,9.98,0.4979712283290299,0.0,0.0,0.8148148148148148,0.037037037037037035,0.8148148148148148,0.0,0.14814814814814814,0.0,0.0,0.0,0.018443378827001106,0.0,0.0,0.0,0.5,0.0,0.2213205459240133,0.0
2,1.0,0.0,26,0.0,15.27,0.0,0.6872852233676976,0.0,1.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07776049766718507,0.0
0,0.0,0.0,8,0.0,0.0,1.3888888888888888,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,31,0.0,0.0,4.545454545454546,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,31,0.0,15.36,0.02755580049600441,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014947683109118086
0,0.0,0.0,1,0.3310344827586207,16.66,0.0,0.05007511266900351,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0,0.1869158878504672,16.59,0.0,0.02883506343713956,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,42,0.0,15.24,0.027578599007170437,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013789299503585218,0.0
0,0.0,0.0,39,0.0,14.48,0.02927400468384075,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014637002341920375,0.0
4,0.0,1.0,28,0.0,6.78,0.0,0.29708853238265004,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046992481203007516,0.0
2,0.0,0.0,43,0.0,7.53,0.0,0.03389830508474576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,16.53,0.0,0.03306878306878307,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,11,0.1515151515151515,12.47,0.12158054711246201,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.5,30,0.0,11.39,0.5854800936768151,0.2595155709342561,0.0,0.6285714285714286,0.0,0.6285714285714286,0.0,0.6285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29274004683840754,0.0
4,0.0,0.0,19,0.0,15.95,0.013842746400885937,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026164311878597593
1,0.0,0.0,0,0.0,9.5,0.0,0.3546099290780142,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,14,0.2,0.0,0.0,2.5,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,45,0.025,8.97,0.0723589001447178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24,0.0,16.3,0.0,0.01314060446780552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,35,0.1276595744680851,8.35,0.0,0.1488095238095238,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,16,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,45,0.0,15.47,0.00804634695848085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00804634695848085,0.0
3,0.0,0.0,30,0.0,20.4,0.0,0.2347417840375587,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,37,0.0,3.0,0.0,0.12738853503184713,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,26,0.0,0.0,0.0,1.2738853503184713,1.0,0.25,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,32,0.0,16.01,0.016863406408094434,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,17,0.0,10.95,0.10822510822510822,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,10,0.0,0.0,0.0,2.1739130434782608,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.0416666666666666,16.66,0.0,0.1953125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.1923076923076923,17.4,0.0,0.3460207612456747,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.0,1.0,27,0.3288590604026846,26.56,0.11160714285714285,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.081081081081081,11.0,0.0,0.19305019305019305,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,15,0.0,10.97,0.13966480446927373,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,17.54,0.0,0.5154639175257733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,19,0.0,0.0,0.2293577981651376,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2293577981651376,0.0
0,0.0,0.0,53,0.0,26.64,0.16565433462175594,0.6993006993006993,0.0,0.4230769230769231,0.0,0.6923076923076923,0.0,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4995004995004995
2,0.6666666666666666,0.0,34,0.0,12.08,0.0,1.6602809706257982,0.0,0.4230769230769231,0.0,0.7692307692307693,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,23,0.0,0.29,0.7974481658692185,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.3333333333333333,1.0,30,0.0,0.0,0.2766251728907331,0.6205673758865249,0.0,0.5,0.0,0.5,0.0,0.5,0.022163120567375887,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04149377593360996,0.06648936170212766
0,0.0,0.0,33,0.0,0.0,0.0,2.7777777777777777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3888888888888888
4,0.5,0.5,47,0.019543973941368,41.32,0.0,1.0962241169305724,0.9444444444444444,0.6666666666666666,0.05555555555555555,0.7777777777777778,0.0,0.5,0.0,0.0,0.06090133982947624,0.004124051468162323,0.0,0.0,0.0,0.0,0.0,0.0,0.6699147381242386
2,0.0,0.0,41,0.0,11.73,0.03568879371877231,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017844396859386154,0.0
1,1.0,0.0,31,0.0,16.7,0.8212255211623499,0.12126111560226355,0.0,0.6875,0.0,0.8125,0.0,0.375,0.02021018593371059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04042037186742118
3,0.0,0.0,19,0.0,5.4,0.0,0.044208664898320066,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.2,11.5,0.0,0.6622516556291391,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,21,0.0,0.0,0.7518796992481203,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,23,0.0,22.8,0.0,8.441558441558442,0.0,0.9230769230769231,0.0,1.0,0.0,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.844155844155844
0,0.5,0.0,28,0.0,0.0,0.07434944237918216,0.41984732824427484,0.0,0.8461538461538461,0.07692307692307693,0.8461538461538461,0.0,0.46153846153846156,0.03816793893129771,0.0,0.03816793893129771,0.0,0.0,0.0,0.0,0.0,0.0,0.07434944237918216,0.19083969465648856
2,0.0,0.0,46,0.3541666666666667,19.3,0.0,0.0819672131147541,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,34,0.0,1.29,0.0,2.719665271966527,0.0,0.6923076923076923,0.0,0.8461538461538461,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04655493482309125,0.0
0,0.0,0.0,11,0.1428571428571428,0.0,0.7692307692307692,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307692,0.0
1,0.0,0.0,1,0.0,18.63,0.0,0.15015015015015015,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,35,0.0,0.0,9.375,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,27,0.0,6.5,0.0791765637371338,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0791765637371338,0.0
2,0.0,0.0,43,0.0434782608695652,4.64,0.0,2.5,0.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08992805755395684,3.125
2,0.0,0.0,49,0.0,15.36,0.017458100558659217,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,21,0.0684931506849315,0.0,0.0,0.028612303290414875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,30,0.0,0.0,0.3372681281618887,0.8710801393728222,0.0,0.8888888888888888,0.0,0.8888888888888888,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21079258010118046,0.17421602787456444
3,0.0,0.0,43,0.0,39.85,0.0,0.042643923240938165,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05330490405117271
1,0.0,0.0,0,0.0,9.5,0.0,0.040783034257748776,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39,0.0,0.0,0.0,4.398148148148148,0.0,0.47368421052631576,0.0,0.7368421052631579,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,37,0.0,0.0,0.06896551724137931,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0
4,0.0,0.0,3,0.2146596858638743,16.08,0.039032006245121,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,14,0.0,10.44,0.0,2.2727272727272725,0.0,2.3333333333333335,0.0,1.6666666666666667,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2727272727272725
1,0.0,0.0,30,0.0,14.12,0.06090133982947624,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06090133982947624,0.0
7,0.0,0.0,28,0.0101010101010101,15.61,0.0,0.028993911278631487,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,35,0.036697247706422007,15.28,0.026219192448872573,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,35,0.0792079207920792,14.97,0.0,0.027917364600781685,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027917364600781685
4,0.0,0.0,40,0.109375,11.53,0.0,0.05567928730512249,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027839643652561245
1,0.0,0.0,0,0.0,17.28,0.0,1.3513513513513513,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.12,16.7,0.0,0.2503128911138924,1.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,2,0.0,16.23,0.0,0.00518887505188875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,15,0.0,0.0,0.0,0.2604166666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.5,40,0.0,0.0,0.0,0.2844950213371266,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,48,0.0,31.92,0.0,2.0044543429844097,0.0,1.1111111111111112,0.0,1.1111111111111112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4454342984409799
3,0.0,0.0,33,0.1714285714285714,5.73,0.0,0.3731343283582089,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,7,0.0853658536585365,16.29,0.036101083032490974,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,39,0.0454545454545454,14.79,0.0,0.44642857142857145,1.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2976190476190476
0,0.0,1.0,19,0.0,0.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0
5,0.3333333333333333,0.5,45,0.0,28.23,0.03968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01169864295741694
3,0.0,0.0,47,0.0303030303030303,7.09,0.04854368932038835,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,1,0.0,16.64,0.030599755201958383,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,8,0.0,0.0,1.2345679012345678,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,49,0.0,6.44,0.7002801120448179,0.0,0.0,1.0,0.06666666666666667,1.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.046685340802987856,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.0,0.0,42,0.0,15.25,0.021691973969631236,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,31,0.0,15.75,0.1100715465052284,0.5256241787122208,0.0,0.8333333333333334,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0550357732526142,0.0
2,0.0,0.0,19,0.1843971631205673,18.65,0.03475842891901286,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,33,0.0,0.0,0.24390243902439027,0.4444444444444444,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24390243902439027,0.0
1,0.0,0.0,0,0.0,17.61,0.0,1.5625,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5,1.0,48,0.0,0.0,0.0,3.350515463917526,0.0,0.7692307692307693,0.07692307692307693,0.6923076923076923,0.0,0.46153846153846156,0.0,0.0,0.2577319587628866,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.577319587628866
2,0.0,0.0,0,0.0,16.34,0.0,0.07598784194528875,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,30,0.16,0.0,0.0,0.17605633802816903,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.5,71,0.0,1.7,2.0618556701030926,0.0,0.03571428571428571,0.5714285714285714,0.03571428571428571,0.5,0.0,0.6071428571428571,0.0,0.07363770250368189,0.0,0.07363770250368189,0.0,0.0,0.0,0.0,0.0,0.0,0.19073569482288827
2,0.0,0.0,36,0.0,15.53,0.019696671262556628,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009848335631278314,0.0
2,0.0,0.0,29,0.0,14.66,0.0,0.08087343307723413,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,8,0.0,0.0,0.49504950495049505,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,11,0.0,0.0,0.0,0.7352941176470588,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7352941176470588
0,0.0,0.0,41,0.0,13.04,0.0,0.027502750275027504,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018733608092918696,0.0
1,0.0,0.0,33,0.0,27.85,0.10111223458038422,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,14,0.027027027027027,15.54,0.0,1.3513513513513513,0.0,0.7142857142857143,0.0,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
